Molecule List Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Molecule List
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,Creatinine,5.52,8940934144,96256960,380857824,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,Creatinine,6.44,2905041,4336693,334111,-1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,Creatinine,6.07,529573,0,117806,-1.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,Creatinine,5.57,7945573376,74645536,368704256,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,Creatinine,5.56,8404886528,79095144,383201184,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,Creatinine,6.45,1320624,0,1084203,-0.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,Creatinine,5.47,3840421,0,199696,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,Creatinine,6.54,2343690,0,893459,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,Creatinine,6.63,3506194,0,1339235,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,Creatinine,6.65,1989920,0,472642,-1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,Creatinine,5.55,3841265,402946,338651,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,Creatinine,6.68,2559659,0,426080,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,Creatinine,6.55,3986016,0,2020936,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,Creatinine,6.69,1866234,797648,1140771,-1.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,Creatinine,6.63,3402567,0,2155891,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,Creatinine,5.68,2850307,0,234197,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,Creatinine,6.08,593264,0,575846,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,Creatinine,5.96,1713683,0,201399,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,Creatinine,5.6,4591717,0,313004,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,Creatinine,6.45,1384406,0,1234897,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,Creatinine,6.51,2958435,0,905339,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,Creatinine,5.55,1621931,0,217008,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,Creatinine,5.48,4495369,0,236114,-1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,Creatinine,6.57,2298617,355424,1527599,-1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,Creatinine,5.54,1327777,0,210686,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,Creatinine,6.63,3062291,0,1128078,-1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,Creatinine,6.2,1797686,0,1187911,-1.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,L-Proline,9.51,1245795072,15028190,97636248,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,L-Proline,9.47,2225151488,22414154,170673264,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,L-Proline,9.4,813842,1137241,57319,-1.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,L-Proline,9.41,893809,1836120,88192,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,L-Proline,9.49,1781704064,25965150,129199144,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,L-Proline,9.49,1706964096,18878282,122244232,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,L-Proline,9.48,463765664,8028125,33043480,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,L-Proline,9.48,378558656,10092658,26637876,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,L-Proline,9.51,418488736,8593092,30274430,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,L-Proline,9.49,379354144,7130054,27936570,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,L-Proline,9.51,686190272,12865285,49345440,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,L-Proline,9.49,621131776,12358722,43755924,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,L-Proline,9.49,639823040,10602598,45940028,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,L-Proline,9.48,368514400,8848592,26355852,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,L-Proline,9.48,315842272,7941775,23175038,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,L-Proline,9.49,310537920,4356160,21774292,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,L-Proline,9.49,685536576,11610704,48016748,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,L-Proline,9.49,810924032,12386434,56794336,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,L-Proline,9.46,6989928,1634564,446801,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,L-Proline,9.48,496504864,9329839,35324856,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,L-Proline,9.49,721728448,7662131,51938064,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,L-Proline,9.51,5887081,712192,404063,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,L-Proline,9.51,1084545536,13368202,76230912,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,L-Proline,9.49,838268352,11261306,61069204,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,L-Proline,9.49,3886762,1634488,259099,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,L-Proline,9.48,687765248,16610747,47311604,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,L-Proline,9.51,803198912,10330730,56754244,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,L-Proline,9.51,6520593,0,380389,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,Homocysteine thiolactone,2.24,61247832,0,8266097,-1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,Homocysteine thiolactone,2.24,129186000,550968,19819010,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,Homocysteine thiolactone,2.24,138299392,443495,18899824,-2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,Homocysteine thiolactone,2.24,110206552,1039498,16518094,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,Homocysteine thiolactone,2.19,9504,0,6207,-3.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,Homocysteine thiolactone,3.4,13333,0,10682,3.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,Homocysteine thiolactone,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,Glycine betaine,7.62,237992304,356840224,8621308,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,Glycine betaine,8.27,524613152,566748672,16737897,-2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,Glycine betaine,7.88,8856286208,734176448,580487744,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,Glycine betaine,7.88,14079424512,1022733760,875645760,-3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,Glycine betaine,7.88,103161970688,1684712192,5291092480,-2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,Glycine betaine,7.9,96803241984,1827801984,4864374272,-2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,Glycine betaine,7.86,112253665280,1729473280,5578123264,-2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,Glycine betaine,7.88,112126353408,2199166976,5397440512,-2.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,Glycine betaine,7.89,109735976960,2233382912,5394377216,-3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,Glycine betaine,7.87,103410163712,1592777344,5198498304,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,Glycine betaine,7.86,152005148672,2559845888,6523802624,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,Glycine betaine,7.82,140785025024,2563653120,6117230592,-2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,Glycine betaine,7.9,138458660864,2372791040,5917155328,-3.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,Glycine betaine,7.88,105921699840,1666747264,5330449408,-3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,Glycine betaine,7.86,101039284224,1800693888,5044015104,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,Glycine betaine,7.87,99303825408,1718121728,4729097728,-3.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,Glycine betaine,7.9,95259328512,2034202496,5014004736,-2.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,Glycine betaine,7.88,99111895040,1782905600,5141013504,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,Glycine betaine,7.9,530920544,974730432,26958902,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,Glycine betaine,7.88,105704628224,1971681792,5189440000,-2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,Glycine betaine,7.89,113936752640,1965289856,5164628480,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,Glycine betaine,7.91,427075168,1021989056,18256560,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,Glycine betaine,7.91,178625806336,2493222912,7151064064,-3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,Glycine betaine,7.86,167210450944,2083763072,6788941824,-3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,Glycine betaine,7.84,356776704,953634112,16199286,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,Glycine betaine,7.9,164716658688,2860512768,6873798144,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,Glycine betaine,7.85,180025589760,3381009152,7240868352,-2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,Glycine betaine,7.88,464437696,1045576320,24946036,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,L-Valine,9.02,218713232,531608256,16306408,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,L-Valine,9.12,292528352,836599040,18609824,-2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,L-Valine,9.19,114307504,483581856,13902720,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,L-Valine,9.02,140596512,625787328,8587198,-2.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,L-Valine,8.91,431589056,2665777408,37090192,-2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,L-Valine,8.83,761034880,2920037888,38033696,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,L-Valine,8.88,2989682944,1238847104,95491184,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,L-Valine,9.54,172986160,531736096,13345916,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,L-Valine,8.94,2730277888,1275499008,87869800,-2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,L-Valine,9.21,214169728,801766016,53325828,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,L-Valine,8.58,2655401728,3737662976,84028504,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,L-Valine,8.79,1355980288,2784352512,62988592,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,L-Valine,8.83,2815583232,3029150976,111648088,-2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,L-Valine,8.79,458020992,2361767936,20004784,-2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,L-Valine,8.49,2056962048,2219973120,58218996,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,L-Valine,8.79,1558593280,1563854336,58254728,-2.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,L-Valine,8.56,48975488,2415398912,5502392,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,L-Valine,8.63,1509164288,2076785152,75506208,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,L-Valine,8.91,323781376,1171078144,7571856,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,L-Valine,9.25,481329472,2072620672,50659848,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,L-Valine,8.87,694326976,2746377728,35857096,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,L-Valine,8.82,1462069120,1403882240,19647870,-2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,L-Valine,8.75,7126977536,2960806912,202598112,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,L-Valine,8.67,3722840576,4190844416,143345408,-2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,L-Valine,9.23,1545579264,1247242752,18316348,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,L-Valine,8.71,5708910592,3999041536,260427296,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,L-Valine,9.11,4683100160,3099260928,427201920,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,L-Valine,8.97,1801028224,1225435904,21443316,-2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,L-Homoserine,10.84,92451048,0,6330419,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,L-Homoserine,10.66,138607776,0,8779991,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,L-Homoserine,11.67,215197296,2745474,11911702,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,L-Homoserine,11.51,286076032,1651696,12934755,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,L-Homoserine,11.47,42536128,6744457,3582480,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,L-Homoserine,11.4,45579524,10384267,3805614,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,L-Homoserine,11.47,332564096,13527274,26787430,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,L-Homoserine,11.43,431821120,15052001,36193376,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,L-Homoserine,11.51,37750060,0,2809594,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,L-Homoserine,11.42,55310416,0,4193149,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,L-Homoserine,11.51,58158464,7410339,5943917,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,L-Homoserine,11.47,56953804,7189066,5613342,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,L-Homoserine,11.48,76800680,4880944,7309287,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,L-Homoserine,11.48,33856812,0,2420525,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,L-Homoserine,11.45,35038952,5102853,2783906,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,L-Homoserine,11.4,43895580,0,3590447,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,L-Homoserine,11.53,52361540,6243346,5014121,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,L-Homoserine,11.53,64196204,8471087,5300261,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,L-Homoserine,11.42,308195,0,53176,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,L-Homoserine,11.48,57578172,7030994,5723098,-2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,L-Homoserine,11.48,76706976,0,6636021,-2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,L-Homoserine,11.33,480795,0,59479,-1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,L-Homoserine,11.48,83698248,11648449,8010034,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,L-Homoserine,11.48,66704200,9078961,6467100,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,L-Homoserine,11.43,211455,0,64910,-1.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,L-Homoserine,11.5,81614408,6591016,8255153,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,L-Homoserine,11.5,65708188,9661705,7077908,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,L-Homoserine,11.53,164657,253571,37667,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,L-Threonine,10.84,92451048,0,6330419,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,L-Threonine,10.66,138607776,0,8779991,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,L-Threonine,10.92,340151,0,39443,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,L-Threonine,10.68,216808,61011,39724,-0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,L-Threonine,10.83,175020432,2491510,13669851,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,L-Threonine,10.75,239975168,3364026,17626578,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,L-Threonine,10.84,62873900,0,5078901,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,L-Threonine,10.78,84156848,0,6278311,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,L-Threonine,10.84,51024736,0,3970214,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,L-Threonine,10.79,81805608,0,6034245,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,L-Threonine,11,76516336,873243,6881945,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,L-Threonine,10.95,69848496,155178,6409096,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,L-Threonine,10.98,88928760,931732,7862992,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,L-Threonine,10.84,47561452,117075,3796269,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,L-Threonine,10.75,57185408,569408,4503983,-2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,L-Threonine,10.73,65778020,382263,5320568,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,L-Threonine,10.98,76099176,0,6428845,-1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,L-Threonine,10.96,96337928,1234917,8393815,-2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,L-Threonine,10.9,1988445,0,119742,-2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,L-Threonine,10.96,68576344,267755,6165954,-2.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,L-Threonine,10.95,94359720,595551,8511484,-2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,L-Threonine,10.95,1318512,0,124280,-1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,L-Threonine,10.98,93675576,0,9061090,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,L-Threonine,10.95,88281552,226405,8022813,-2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,L-Threonine,11.01,872497,0,73881,-1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,L-Threonine,11.04,77136624,0,7046347,-2.2,HILIC_Pos_Standards
