Replicate.Name,Compound.Name,Retention.Time,Area,Height,Background,Molecule.List,Precursor.Ion.Name,Sal
240108_Smp_25ppt_A,"DL-Proline, 2H7",9.54,294050624,21780686,2875995,IS,Smp,25
240108_Smp_25ppt_B,"DL-Proline, 2H7",9.52,302503616,22545814,2127483,IS,Smp,25
240108_Smp_25ppt_Blk,"DL-Proline, 2H7",9.52,288629088,21564340,4215424,IS,Smp,25
240108_Smp_30ppt_A,"DL-Proline, 2H7",9.52,244916320,17632678,985319,IS,Smp,30
240108_Smp_30ppt_B,"DL-Proline, 2H7",9.51,253217856,18548308,0,IS,Smp,30
240108_Smp_30ppt_Blk,"DL-Proline, 2H7",9.51,220586320,15865504,2308584,IS,Smp,30
240108_Smp_35ppt_A,"DL-Proline, 2H7",9.51,178473792,13218997,0,IS,Smp,35
240108_Smp_35ppt_B,"DL-Proline, 2H7",9.52,173284128,12582509,0,IS,Smp,35
240108_Smp_35ppt_Blk,"DL-Proline, 2H7",9.54,212085776,15611268,648523,IS,Smp,35
240108_Smp_40ppt_A,"DL-Proline, 2H7",9.55,249135136,18707556,0,IS,Smp,40
240108_Smp_40ppt_B,"DL-Proline, 2H7",9.52,250976640,18692994,513153,IS,Smp,40
240108_Smp_40ppt_Blk,"DL-Proline, 2H7",9.52,197943152,13983567,1645567,IS,Smp,40
240108_Std_4uMStdsMix1InH2O_1,"DL-Valine, 2H8",NA,NA,NA,NA,IS,Std,NA
240108_Std_4uMStdsMix1InH2O_2,"DL-Valine, 2H8",NA,NA,NA,NA,IS,Std,NA
240108_Std_4uMStdsMix2InH2O_1,"DL-Valine, 2H8",NA,NA,NA,NA,IS,Std,NA
240108_Std_4uMStdsMix2InH2O_2,"DL-Valine, 2H8",NA,NA,NA,NA,IS,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,"DL-Valine, 2H8",9,48253632,2384999,0,IS,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,"DL-Valine, 2H8",8.97,51212852,2580761,0,IS,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,"DL-Valine, 2H8",9.02,63283000,3426628,0,IS,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,"DL-Valine, 2H8",8.96,65719388,2981452,0,IS,Std,NA
240108_Std_H2OinSynMatrix_1,"DL-Valine, 2H8",9.05,57235544,2860826,0,IS,Std,NA
240108_Std_H2OinSynMatrix_2,"DL-Valine, 2H8",8.94,65788704,3271250,0,IS,Std,NA
240108_Poo_Syn_Full1,"DL-Valine, 2H8",9,94581192,4546131,0,IS,Poo,NA
240108_Poo_Syn_Full2,"DL-Valine, 2H8",8.96,93746392,4460819,0,IS,Poo,NA
240108_Poo_Syn_Full3,"DL-Valine, 2H8",8.94,98268736,4406496,0,IS,Poo,NA
240108_Poo_Syn_Half1,"DL-Valine, 2H8",9.02,49760932,2691978,0,IS,Poo,NA
240108_Poo_Syn_Half2,"DL-Valine, 2H8",8.94,51876300,2723767,0,IS,Poo,NA
240108_Poo_Syn_Half3,"DL-Valine, 2H8",8.88,54599428,2637669,0,IS,Poo,NA
240108_Smp_25ppt_A,"DL-Valine, 2H8",9.05,95352680,4763501,0,IS,Smp,25
240108_Smp_25ppt_B,"DL-Valine, 2H8",9.08,92597024,4707726,0,IS,Smp,25
240108_Smp_25ppt_Blk,"DL-Valine, 2H8",9.06,93609984,4769524,72655,IS,Smp,25
240108_Smp_30ppt_A,"DL-Valine, 2H8",9,97658568,4608530,0,IS,Smp,30
240108_Smp_30ppt_B,"DL-Valine, 2H8",9,96921120,4884075,814428,IS,Smp,30
240108_Smp_30ppt_Blk,"DL-Valine, 2H8",9,93579920,4663711,1265198,IS,Smp,30
240108_Smp_35ppt_A,"DL-Valine, 2H8",8.94,77138432,3746783,0,IS,Smp,35
240108_Smp_35ppt_B,"DL-Valine, 2H8",8.94,73425232,3591000,0,IS,Smp,35
240108_Smp_35ppt_Blk,"DL-Valine, 2H8",8.96,89699056,4261649,0,IS,Smp,35
240108_Smp_40ppt_A,"DL-Valine, 2H8",8.99,106996304,4799431,0,IS,Smp,40
240108_Smp_40ppt_B,"DL-Valine, 2H8",8.99,99069296,4872005,0,IS,Smp,40
240108_Smp_40ppt_Blk,"DL-Valine, 2H8",8.97,88542624,4040454,340741,IS,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Deoxyadenosine,3.85,3950554624,126560208,39832200,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Deoxyadenosine,3.87,7531424768,233981952,81689104,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Deoxyadenosine,3.8,9274987,351310,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Deoxyadenosine,3.85,14440105,537756,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Deoxyadenosine,3.85,7082538496,225703808,75104240,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Deoxyadenosine,3.78,6893729280,212907168,73013152,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Deoxyadenosine,3.81,19768256,750836,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Deoxyadenosine,3.86,19885274,664885,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,Deoxyadenosine,3.58,1604892,149395,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,Deoxyadenosine,3.81,5724862,209411,0,S,Std,NA
240108_Poo_Syn_Full1,Deoxyadenosine,3.74,9435497,352745,0,S,Poo,NA
240108_Poo_Syn_Full2,Deoxyadenosine,3.78,9011319,322068,0,S,Poo,NA
240108_Poo_Syn_Full3,Deoxyadenosine,3.77,9488071,332716,0,S,Poo,NA
240108_Poo_Syn_Half1,Deoxyadenosine,3.63,2191139,156548,0,S,Poo,NA
240108_Poo_Syn_Half2,Deoxyadenosine,3.88,4306634,176013,0,S,Poo,NA
240108_Poo_Syn_Half3,Deoxyadenosine,3.91,4397031,163820,0,S,Poo,NA
240108_Smp_25ppt_A,Deoxyadenosine,3.78,18409404,575962,0,S,Smp,25
240108_Smp_25ppt_B,Deoxyadenosine,3.77,8453218,301008,0,S,Smp,25
240108_Smp_25ppt_Blk,Deoxyadenosine,3.33,367367,279384,0,S,Smp,25
240108_Smp_30ppt_A,Deoxyadenosine,3.9,8888072,298480,0,S,Smp,30
240108_Smp_30ppt_B,Deoxyadenosine,3.87,10783232,415140,0,S,Smp,30
240108_Smp_30ppt_Blk,Deoxyadenosine,3.67,91673,26535,0,S,Smp,30
240108_Smp_35ppt_A,Deoxyadenosine,3.68,3404431,305729,0,S,Smp,35
240108_Smp_35ppt_B,Deoxyadenosine,3.68,5094427,190887,0,S,Smp,35
240108_Smp_35ppt_Blk,Deoxyadenosine,3.82,133223,85942,0,S,Smp,35
240108_Smp_40ppt_A,Deoxyadenosine,3.74,11451591,400612,0,S,Smp,40
240108_Smp_40ppt_B,Deoxyadenosine,3.75,11316588,378647,0,S,Smp,40
240108_Smp_40ppt_Blk,Deoxyadenosine,3.71,107646,25990,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Dimethylglycine,8.84,2032458752,155250000,307033344,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Dimethylglycine,8.71,3668515584,282670432,407262496,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Dimethylglycine,9.16,42681516,3186182,184380848,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Dimethylglycine,9.1,80774320,3719293,525963808,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Dimethylglycine,8.76,3468598784,204419248,495104352,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Dimethylglycine,8.73,3909000704,223786016,453720704,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Dimethylglycine,8.91,202657968,8984160,208097616,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Dimethylglycine,8.83,416282048,11419064,277780160,S,Std,NA
240108_Std_H2OinSynMatrix_1,Dimethylglycine,9.06,266925504,8718874,310784416,S,Std,NA
240108_Std_H2OinSynMatrix_2,Dimethylglycine,8.81,348589952,9668158,269246560,S,Std,NA
240108_Poo_Syn_Full1,Dimethylglycine,8.81,272861408,6922639,317490176,S,Poo,NA
240108_Poo_Syn_Full2,Dimethylglycine,8.78,294028480,7858568,309186080,S,Poo,NA
240108_Poo_Syn_Full3,Dimethylglycine,8.74,309971360,8626983,312753344,S,Poo,NA
240108_Poo_Syn_Half1,Dimethylglycine,9.06,293253920,8884096,330067552,S,Poo,NA
240108_Poo_Syn_Half2,Dimethylglycine,8.88,349605088,10197834,296656160,S,Poo,NA
240108_Poo_Syn_Half3,Dimethylglycine,8.82,411150272,11253764,317044288,S,Poo,NA
240108_Smp_25ppt_A,Dimethylglycine,9.17,137193712,4694800,354915744,S,Smp,25
240108_Smp_25ppt_B,Dimethylglycine,9.2,81161816,3368649,383576864,S,Smp,25
240108_Smp_25ppt_Blk,Dimethylglycine,9.19,498719264,10550785,140791760,S,Smp,25
240108_Smp_30ppt_A,Dimethylglycine,9.03,246581328,6585938,305698976,S,Smp,30
240108_Smp_30ppt_B,Dimethylglycine,9,248780288,6879951,296413344,S,Smp,30
240108_Smp_30ppt_Blk,Dimethylglycine,9,555447232,11309579,127804792,S,Smp,30
240108_Smp_35ppt_A,Dimethylglycine,8.7,317566016,10175356,317132576,S,Smp,35
240108_Smp_35ppt_B,Dimethylglycine,8.67,327333952,10128326,315167008,S,Smp,35
240108_Smp_35ppt_Blk,Dimethylglycine,8.96,583449600,10023437,131799392,S,Smp,35
240108_Smp_40ppt_A,Dimethylglycine,8.74,116475768,6968237,248908688,S,Smp,40
240108_Smp_40ppt_B,Dimethylglycine,8.71,339554752,9888740,361716768,S,Smp,40
240108_Smp_40ppt_Blk,Dimethylglycine,8.91,616363136,11869629,111675840,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Dimethylsulfonioacetate,8.95,4216260608,329050400,61147340,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Dimethylsulfonioacetate,8.94,6775458816,513548288,88172384,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Dimethylsulfonioacetate,8.97,6452857344,464883296,82023024,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Dimethylsulfonioacetate,8.96,6796812800,520814464,80667336,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_1,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Std,NA
240108_Poo_Syn_Full1,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full3,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,Dimethylsulfonioacetate,8.96,33735,24898,0,S,Poo,NA
240108_Poo_Syn_Half3,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_B,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_Blk,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,25
240108_Smp_30ppt_A,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_B,Dimethylsulfonioacetate,9,58336,49517,0,S,Smp,30
240108_Smp_30ppt_Blk,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_B,Dimethylsulfonioacetate,8.94,43418,40560,0,S,Smp,35
240108_Smp_35ppt_Blk,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_B,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_Blk,Dimethylsulfonioacetate,NA,NA,NA,NA,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Dimethylsulfoniopropionate,10.19,538487,173476,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Dimethylsulfoniopropionate,10.2,4700173312,391868704,38145772,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Dimethylsulfoniopropionate,10.19,8183580672,705158976,116204064,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Dimethylsulfoniopropionate,10.16,406453,162719,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Dimethylsulfoniopropionate,10.21,221286,124832,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Dimethylsulfoniopropionate,10.2,5649422336,463291328,63258352,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Dimethylsulfoniopropionate,10.23,6168498176,496763904,52275336,S,Std,NA
240108_Std_H2OinSynMatrix_1,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,Dimethylsulfoniopropionate,9.98,6693,6988,0,S,Std,NA
240108_Poo_Syn_Full1,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,Dimethylsulfoniopropionate,10.1,57139,44051,0,S,Poo,NA
240108_Poo_Syn_Full3,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,Dimethylsulfoniopropionate,10.16,65613,39774,0,S,Poo,NA
240108_Poo_Syn_Half3,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_B,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_Blk,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Smp,25
240108_Smp_30ppt_A,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_B,Dimethylsulfoniopropionate,10.2,52860,41890,0,S,Smp,30
240108_Smp_30ppt_Blk,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,Dimethylsulfoniopropionate,10.28,65726,38257,0,S,Smp,35
240108_Smp_35ppt_B,Dimethylsulfoniopropionate,10.2,153306,71881,0,S,Smp,35
240108_Smp_35ppt_Blk,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_B,Dimethylsulfoniopropionate,10.16,72281,56614,0,S,Smp,40
240108_Smp_40ppt_Blk,Dimethylsulfoniopropionate,NA,NA,NA,NA,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Dimethylsulfoxonium propionate,10.52,1793333504,152011552,21171802,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Dimethylsulfoxonium propionate,10.54,3452681472,281616672,22308204,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Dimethylsulfoxonium propionate,10.6,2287339776,190231360,21040032,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Dimethylsulfoxonium propionate,10.56,3042298368,274658464,29542898,S,Std,NA
240108_Std_H2OinSynMatrix_1,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Std,NA
240108_Std_H2OinSynMatrix_2,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Std,NA
240108_Poo_Syn_Full1,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full2,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Full3,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half1,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half2,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Poo,NA
240108_Poo_Syn_Half3,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Poo,NA
240108_Smp_25ppt_A,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_B,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,25
240108_Smp_25ppt_Blk,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,25
240108_Smp_30ppt_A,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_B,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,30
240108_Smp_30ppt_Blk,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,30
240108_Smp_35ppt_A,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_B,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,35
240108_Smp_35ppt_Blk,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,35
240108_Smp_40ppt_A,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,40
240108_Smp_40ppt_B,Dimethylsulfoxonium propionate,10.53,43048,41136,0,S,Smp,40
240108_Smp_40ppt_Blk,Dimethylsulfoxonium propionate,NA,NA,NA,NA,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Ectoine,9.26,800066,107049,0,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Ectoine,9.4,1125991,495368,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Ectoine,9.94,8629031936,688981568,107638192,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Ectoine,9.92,10736157696,806836288,96826072,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Ectoine,9.96,2257567,184566,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Ectoine,9.94,1722061,181122,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Ectoine,9.93,8403201536,627558016,99310728,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Ectoine,9.92,8986601472,685221248,110238504,S,Std,NA
240108_Std_H2OinSynMatrix_1,Ectoine,9.9,2244520,172363,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,Ectoine,9.38,575966,556081,0,S,Std,NA
240108_Poo_Syn_Full1,Ectoine,9.98,3805648,753163,24858,S,Poo,NA
240108_Poo_Syn_Full2,Ectoine,9.87,3315878,242661,0,S,Poo,NA
240108_Poo_Syn_Full3,Ectoine,9.95,3076459,229328,0,S,Poo,NA
240108_Poo_Syn_Half1,Ectoine,9.89,2390300,153240,18035,S,Poo,NA
240108_Poo_Syn_Half2,Ectoine,9.92,2419019,176938,0,S,Poo,NA
240108_Poo_Syn_Half3,Ectoine,9.86,1563213,136407,0,S,Poo,NA
240108_Smp_25ppt_A,Ectoine,9.87,3547588,209201,0,S,Smp,25
240108_Smp_25ppt_B,Ectoine,9.9,3111656,232582,0,S,Smp,25
240108_Smp_25ppt_Blk,Ectoine,9.72,2131828,176313,0,S,Smp,25
240108_Smp_30ppt_A,Ectoine,9.96,3275792,205923,127505,S,Smp,30
240108_Smp_30ppt_B,Ectoine,9.9,3517122,217778,0,S,Smp,30
240108_Smp_30ppt_Blk,Ectoine,9.95,1426729,151091,0,S,Smp,30
240108_Smp_35ppt_A,Ectoine,9.99,2858515,307350,1344518,S,Smp,35
240108_Smp_35ppt_B,Ectoine,9.87,4077871,283433,0,S,Smp,35
240108_Smp_35ppt_Blk,Ectoine,9.9,1983927,134681,0,S,Smp,35
240108_Smp_40ppt_A,Ectoine,9.86,4506771,318122,0,S,Smp,40
240108_Smp_40ppt_B,Ectoine,9.92,4190871,359117,0,S,Smp,40
240108_Smp_40ppt_Blk,Ectoine,9.94,1430108,159779,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Ergothioneine,11.76,116145,11589,0,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Ergothioneine,11.56,199686,22356,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Ergothioneine,11.43,219579808,15753186,3440779,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Ergothioneine,11.44,217812160,14156329,1925858,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Ergothioneine,11.41,508503840,37730164,4797954,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Ergothioneine,11.4,632493056,42181612,5630859,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Ergothioneine,11.41,915385984,63499312,11275696,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Ergothioneine,11.4,1198118784,77647032,16081970,S,Std,NA
240108_Std_H2OinSynMatrix_1,Ergothioneine,11.39,393676000,30081580,4815314,S,Std,NA
240108_Std_H2OinSynMatrix_2,Ergothioneine,11.39,549845696,38257236,6390780,S,Std,NA
240108_Poo_Syn_Full1,Ergothioneine,11.39,732369856,59773712,11991716,S,Poo,NA
240108_Poo_Syn_Full2,Ergothioneine,11.38,773653760,59448224,11343598,S,Poo,NA
240108_Poo_Syn_Full3,Ergothioneine,11.36,974824384,76652920,12104363,S,Poo,NA
240108_Poo_Syn_Half1,Ergothioneine,11.4,323306656,24295482,3307077,S,Poo,NA
240108_Poo_Syn_Half2,Ergothioneine,11.41,339767264,24338286,2051970,S,Poo,NA
240108_Poo_Syn_Half3,Ergothioneine,11.39,408860608,30217720,4691771,S,Poo,NA
240108_Smp_25ppt_A,Ergothioneine,11.39,595989120,47888544,10293784,S,Smp,25
240108_Smp_25ppt_B,Ergothioneine,11.39,883109376,71636888,11325363,S,Smp,25
240108_Smp_25ppt_Blk,Ergothioneine,11.02,27878,18759,0,S,Smp,25
240108_Smp_30ppt_A,Ergothioneine,11.39,536154176,40275424,3646649,S,Smp,30
240108_Smp_30ppt_B,Ergothioneine,11.38,896212672,68482528,9177869,S,Smp,30
240108_Smp_30ppt_Blk,Ergothioneine,11.12,0,0,0,S,Smp,30
240108_Smp_35ppt_A,Ergothioneine,11.39,1522754560,117636984,21956446,S,Smp,35
240108_Smp_35ppt_B,Ergothioneine,11.38,1319634944,104685640,19023274,S,Smp,35
240108_Smp_35ppt_Blk,Ergothioneine,11.28,0,0,0,S,Smp,35
240108_Smp_40ppt_A,Ergothioneine,11.39,1002778496,81702928,16701327,S,Smp,40
240108_Smp_40ppt_B,Ergothioneine,11.39,1029837120,90443112,22120242,S,Smp,40
240108_Smp_40ppt_Blk,Ergothioneine,11.21,0,0,0,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Ethanolamine,14.68,214649136,6838106,112935392,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Ethanolamine,14.84,247277280,7341448,214596016,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Ethanolamine,NA,NA,NA,NA,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Ethanolamine,15.49,68297952,942233,169254976,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Ethanolamine,14.83,234493872,6738501,76419176,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Ethanolamine,14.91,373622496,6861495,125270672,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Ethanolamine,15.31,77781816,1651707,38995476,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Ethanolamine,14.92,98606624,1821463,37918212,S,Std,NA
240108_Std_H2OinSynMatrix_1,Ethanolamine,16.1,595880192,2075365,145592608,S,Std,NA
240108_Std_H2OinSynMatrix_2,Ethanolamine,15.33,395483392,2058385,235895440,S,Std,NA
240108_Poo_Syn_Full1,Ethanolamine,15.34,13976064,746456,51078548,S,Poo,NA
240108_Poo_Syn_Full2,Ethanolamine,15.54,167262800,1681639,67440520,S,Poo,NA
240108_Poo_Syn_Full3,Ethanolamine,15.66,173286992,1773799,59435048,S,Poo,NA
240108_Poo_Syn_Half1,Ethanolamine,15.92,135686624,1744655,58650412,S,Poo,NA
240108_Poo_Syn_Half2,Ethanolamine,15.74,629064640,2254211,151166256,S,Poo,NA
240108_Poo_Syn_Half3,Ethanolamine,15.83,220180768,1840972,96665576,S,Poo,NA
240108_Smp_25ppt_A,Ethanolamine,15.78,395147616,2086669,182349264,S,Smp,25
240108_Smp_25ppt_B,Ethanolamine,15.43,142051632,1723994,59119952,S,Smp,25
240108_Smp_25ppt_Blk,Ethanolamine,15.35,165087296,1900143,64347832,S,Smp,25
240108_Smp_30ppt_A,Ethanolamine,15.62,190357248,1915917,78039416,S,Smp,30
240108_Smp_30ppt_B,Ethanolamine,15.6,2006644,233056,32863318,S,Smp,30
240108_Smp_30ppt_Blk,Ethanolamine,15.75,339024384,1768093,205392224,S,Smp,30
240108_Smp_35ppt_A,Ethanolamine,15.6,319286080,1689522,195993536,S,Smp,35
240108_Smp_35ppt_B,Ethanolamine,15.68,159130000,1774662,56050612,S,Smp,35
240108_Smp_35ppt_Blk,Ethanolamine,15.58,386454240,1876246,205150816,S,Smp,35
240108_Smp_40ppt_A,Ethanolamine,16.02,146195168,1919020,52756556,S,Smp,40
240108_Smp_40ppt_B,Ethanolamine,15.53,380207424,1861462,170530336,S,Smp,40
240108_Smp_40ppt_Blk,Ethanolamine,16.09,378232000,1870508,202202048,S,Smp,40
240108_Std_4uMStdsMix1InH2O_1,Glucosamine,10.84,94420896,5789525,6895828,S,Std,NA
240108_Std_4uMStdsMix1InH2O_2,Glucosamine,10.66,262733584,14775194,0,S,Std,NA
240108_Std_4uMStdsMix2InH2O_1,Glucosamine,10.89,41606,13137,318441,S,Std,NA
240108_Std_4uMStdsMix2InH2O_2,Glucosamine,10.34,85014,87607,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_1,Glucosamine,10.71,156065744,9723274,0,S,Std,NA
240108_Std_4uMStdsMix1InSynMatrix_2,Glucosamine,10.67,210340544,13271314,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_1,Glucosamine,10.52,210180,114948,0,S,Std,NA
240108_Std_4uMStdsMix2InSynMatrix_2,Glucosamine,9.87,546359,289494,0,S,Std,NA
240108_Std_H2OinSynMatrix_1,Glucosamine,9.93,3061148,280292,0,S,Std,NA
240108_Std_H2OinSynMatrix_2,Glucosamine,9.88,2910747,266955,0,S,Std,NA
